stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,16.35,0,0,0,102.16,16.35
72hpf,0,1.07,0,2.14,1.07,22.47,3.21
21Day,0,9.37,1.34,2.68,0,5.35,9.37
3Month,0,0.96,0,0.32,0,0,0
22Month,0,2.19,0,2.73,0,0,1.64
