stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,20.43,0
72hpf,2.14,1.07,0,2.14,4.28,1.07
21Day,5.35,1.34,0,1.34,9.37,0
3Month,1.28,0,0,0,0,0
22Month,2.19,0.55,1.09,0,0,0
