stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,57.21,0,0,4.09
72hpf,1.07,3.21,0,0,0,58.84,0,0,4.28
21Day,0,4.02,2.68,0,8.03,32.12,0,0,2.68
3Month,0,5.44,0,2.56,0.64,0.64,0.32,0.32,1.6
22Month,0.55,12.57,0,0,4.37,2.19,1.64,0,1.09
