stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,28.6,0,0,4.09
72hpf,1.07,0,2.14,39.58,0,0,5.35
21Day,0,0,2.68,14.72,0,0,4.02
3Month,2.88,0.32,0.96,0,0,0.32,0
22Month,10.39,0,1.09,0,0.55,0,0.55
