stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,1.07,0,0,0,0,0,0,0
21Day,0,4.02,0,0,5.35,0,0,0,0
3Month,0.32,1.6,0.32,0.32,0.64,0.32,0,0,0
22Month,0.55,9.84,0,0,3.28,1.09,0.55,1.09,1.64
