stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,1.07,0,0,0,8.56,0,1.07
21Day,0,1.34,0,4.02,0,0,5.35,0,0
3Month,0.64,14.08,0,112.62,2.56,0.32,0.32,0,0.32
22Month,0,3.83,0,10.93,0,0.55,0,0.55,0
