stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0,0,0,4.28,0
21Day,0,0,0,0,16.06,1.34
3Month,0,0.32,0.32,0.32,0,0.64
22Month,1.64,0,0,0,1.09,0.55
