stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,0,0
72hpf,2.14,5.35,0,0,20.33,0,2.14
21Day,0,5.35,0,0,2.68,1.34,0
3Month,0,0.32,0.64,0.64,0,0,0
22Month,0,1.09,0,0,0,0.55,0
