stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,1.07,0,0,0,0,0
21Day,0,4.02,0,0,0,1.34,0
3Month,0,5.44,24.32,1.92,0.96,0,0.64
22Month,0.55,7.11,0.55,0.55,0,0.55,0.55
