stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0,0,2.14,0,0
21Day,2.68,1.34,87,2.68,1.34
3Month,1.6,0,7.68,0.32,0.96
22Month,2.19,0,1.09,0,0
