stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,1.07,0,1.07
21Day,112.44,2.68,1.34,17.4,0,5.35,0,1.34
3Month,7.36,0,1.6,1.6,1.92,0,0,0
22Month,9.29,0,2.73,0.55,1.64,0,0.55,0.55
