stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,16.35,0
72hpf,0,0,0,0,3.21,2.14
21Day,2.68,1.34,1.34,1.34,0,1.34
