stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,1.07,0,1.07
21Day,4.02,0,4.02,5.35,0,0,5.35
3Month,2.24,2.56,0.96,0,0,0,1.28
22Month,8.75,14.76,2.19,0,0,0.55,1.09
