stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,6.42,0
21Day,0,0,2.68,1.34,0
3Month,0.64,9.28,0,0,0.32
22Month,3.83,9.29,0,0,0.55
