stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,11.77,0,1.07
21Day,2.68,0,0,0,14.72,0,2.68
3Month,7.36,0.64,1.6,0,0,0,0
22Month,18.59,0,2.73,0.55,1.09,0.55,2.19
