stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,16.35,0
72hpf,1.07,0,0,20.33,3.21
21Day,0,0,1.34,1.34,4.02
3Month,0.64,1.92,0,0,0
