stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0
3Month,0,5.12,0,0,1.28,3.2,0,0,0.96
22Month,0.55,88.56,0.55,0.55,8.2,2.19,3.83,1.09,4.37
