stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,44.95,0,0,4.09,130.76,20.43
72hpf,0,3.21,0,0,2.14,11.77,3.21
21Day,0,1.34,0,5.35,0,1.34,1.34
3Month,0,0.96,5.76,0.32,0,0,0
