stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,2.14,0,0,0,16.05,0,3.21
21Day,0,1.34,0,1.34,0,5.35,0,0
3Month,0,13.12,26.88,3.2,0.64,0.96,0.32,2.56
22Month,0.55,2.73,0,3.28,0,0,0,2.19
