stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,12.26,0
72hpf,0,0,0,1.07,26.74,1.07
21Day,0,0,0,0,9.37,0
3Month,1.6,0.32,0.32,0,0.64,0
22Month,1.09,0.55,0,0,0,0
