stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,49.04,0,4.09,12.26,281.96,0,0,44.95
72hpf,0,6.42,0,0,1.07,43.86,0,0,6.42
21Day,0,2.68,0,1.34,0,8.03,0,2.68,2.68
3Month,0,0.32,0.96,0,0,0.32,0,0,0.32
22Month,0,4.92,1.09,0.55,0,0,0.55,0,1.09
