stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,16.35,0,0
72hpf,0,4.28,2.14,0,1.07,0,68.47,0,9.63
21Day,0,9.37,8.03,0,0,2.68,22.76,0,9.37
3Month,0.32,4.16,2.88,2.24,0.32,0.32,0,0,2.56
22Month,0,6.56,6.01,4.92,4.37,0.55,1.09,0.55,7.11
