stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,28.6,0,0
72hpf,1.07,0,0,4.28,1.07,0
21Day,0,0,0,4.02,0,5.35
3Month,2.88,7.68,0.32,0,0,1.28
22Month,2.19,0,0,0,0,0.55
