stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,25.67,0,0
21Day,1.34,2.68,0,0,28.11,1.34,0
3Month,12.16,51.51,0.96,0.32,0.32,4.8,0.96
22Month,5.47,24.6,0.55,0,5.47,4.92,0
