stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,0,4.09,0,4.09
72hpf,0,12.84,0,0,2.14,1.07,1.07
21Day,0,29.45,1.34,1.34,4.02,0,1.34
3Month,0.32,25.6,51.83,1.6,2.56,0,0.64
22Month,0.55,9.29,12.57,3.28,1.64,0,2.73
