stage,Endothelial,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,8.17,0,0
72hpf,1.07,0,0,0,2.14,2.14,0,4.28
21Day,0,2.68,1.34,0,4.02,0,0,5.35
3Month,0,2.88,0,0.64,1.6,0,0.64,0.96
22Month,0,3.28,0,0,0,0.55,0,0
