stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,32.69,4.09,0
72hpf,0,0,0,2.14,0,0
21Day,0,0,0,6.69,0,0
3Month,1.28,0,0,10.88,0,0.64
22Month,9.84,0.55,0.55,68.88,0.55,0.55
