stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,49.04,0,0
72hpf,0,0,0,0,16.05,3.21,1.07
21Day,1.34,5.35,0,4.02,24.09,1.34,0
3Month,0.32,1.28,0.96,0,0.64,0,0
22Month,1.09,5.47,0.55,0.55,0.55,0,1.09
