stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,2.14,2.14,0,1.07
21Day,0,0,1.34,1.34,2.68,0
3Month,0.32,0.64,0,0,0,0
22Month,0.55,0.55,0,0,0.55,1.64
