stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,0,8.56,0,0,0
21Day,21.42,1.34,0,1.34,1.34,13.39,0,0,0
3Month,91.19,0.64,1.92,3.2,0.64,1.28,0,3.2,0.32
22Month,113.16,1.09,0.55,3.28,1.09,0.55,1.64,3.83,2.73
