stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,3.21,0,1.07
21Day,0,6.69,0,17.4,0,1.34,0
3Month,0.96,0,0,14.72,0,0.32,0.64
22Month,3.83,0.55,0.55,3.83,0,0,0.55
