stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,0,0,0,2.14,0,0
21Day,2.68,0,0,0,0,0,1.34
3Month,1.28,3.84,0.32,0,0,0,0.64
22Month,3.28,0,0,2.19,0,0.55,0.55
