stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,20.43,8.17
21Day,0,1.34,0,0,4.02,0
3Month,1.28,0,6.08,0,0,0.64
22Month,0,0,2.19,1.09,0,0
