stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0,0
21Day,0,0,0,0,5.35,1.34,0,0,0
3Month,0.96,5.12,0,1.92,75.51,0.32,0,0.32,0.64
22Month,1.09,5.47,0.55,0,36.63,0,0.55,0,0
