stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,3.21,1.07,0,0,0,43.86,0,3.21
21Day,5.35,2.68,2.68,0,0,16.06,0,0
3Month,8.96,0.96,47.35,2.24,0.32,0.32,2.24,0.32
22Month,7.65,0,1.09,0.55,0,0,0,0
