stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,12.26,0,0
72hpf,0,0,0,1.07,0
21Day,0,0,8.03,0,1.34
3Month,1.92,0,7.04,0,0
22Month,3.83,0.55,6.56,0,0
