stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0
21Day,42.83,14.72,1.34,1.34,0,4.02
3Month,16.64,1.28,0.32,0.32,0.32,0.64
22Month,10.39,0.55,0,0,0,0
