stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,24.52,0,0,4.09,1062.47,0,8.17
72hpf,4.28,2.14,0,4.28,279.22,0,6.42
21Day,2.68,4.02,2.68,0,70.94,1.34,1.34
3Month,2.56,0,0,0,1.28,0,0
22Month,0,0,0.55,0,0.55,0,0
