stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,110.33,935.79,12.26,118.51,77.64,3739.06,70486.39,375.95
72hpf,0,184,2.14,0,2.14,32.09,40.65,2.14
3Month,0,0.32,0,0.32,0,0,0,0.32
