stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,0,2.14,17.12,0,0
21Day,0,0,0,0,17.4,0,4.02
3Month,1.6,0,0,0,0.64,0.32,1.92
22Month,4.37,0,0.55,0,0,0,1.09
