stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,8.17,4.09,4.09,0
72hpf,0,3.21,0,0,0,3.21,2.14
21Day,0,0,0,1.34,0,1.34,4.02
3Month,0.32,0,0.32,1.6,0,0,0
