stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0,0
21Day,0,0,0,0,2.68,1.34
3Month,0,0.32,0.32,0,0,0
22Month,1.09,6.56,0.55,0.55,0.55,0.55
