stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,4.09,0,0,20.43,0
72hpf,1.07,0,0,4.28,2.14
21Day,1.34,1.34,2.68,0,0
3Month,0.64,0,0,0,0
