stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,85.81,0,24.52
72hpf,3.21,0,0,3.21,2.14,0,19.26
21Day,5.35,0,1.34,1.34,2.68,0,24.09
3Month,4.48,0.32,1.28,0.32,0,0,0.64
22Month,10.39,0,1.64,0.55,0,0.55,1.09
