stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,12.26,0,4.09
72hpf,2.14,0,0,1.07,0,0
21Day,2.68,0,0,1.34,1.34,1.34
3Month,3.84,7.36,0.32,0.32,0.32,0.32
22Month,0.55,7.65,0,0,0,0
