stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0
72hpf,0,0,5.35,0,0
21Day,0,0,14.72,0,0
3Month,1.28,0.32,10.88,0.32,0
22Month,2.73,0,0,0,0.55
