stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,2.14,1.07,0,0,0,19.26,0,0,2.14
21Day,1.34,2.68,0,0,2.68,48.19,0,0,0
3Month,1.6,0,3.84,1.28,0,33.59,0,0.32,0.64
22Month,10.39,0,1.09,2.19,0.55,25.15,1.64,0,0
