stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,4.09,0
72hpf,0,2.14,1.07,0,0,0,2.14,1.07
21Day,0,9.37,0,0,4.02,0,0,6.69
3Month,0,4.16,0,0,3.2,0.64,0,0.32
22Month,2.19,40.45,0.55,0.55,6.56,0,0,3.28
