stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,4.09,0
72hpf,3.21,0,0,0,17.12,2.14,0
21Day,0,1.34,0,0,6.69,1.34,2.68
3Month,0.32,0,0.32,0.32,0,0,0
22Month,8.75,0,0,1.64,0.55,0,1.09
