stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,2.14,0,2.14,0,3.21,0
21Day,0,0,0,33.46,0,2.68,0
3Month,0,1.92,0.96,52.79,0.32,0.32,0.64
22Month,0.55,2.73,0,31.71,1.09,0,0
