stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
24hpf,4.09,0,0,0,0,0,0
72hpf,1.07,0,1.07,0,0,0,10.7
21Day,2.68,2.68,0,0,1.34,0,17.4
3Month,0,14.4,0,1.6,1.6,0.32,0
22Month,0,2.19,0,0,0.55,0,0
