stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0,0
72hpf,0,2.14,0,0,0,3.21,0,0,0
21Day,2.68,1.34,0,0,1.34,8.03,0,0,0
3Month,0,4.16,0,0,0.32,0.32,0,0,0
22Month,0,18.59,0.55,0.55,1.09,0.55,1.09,0.55,2.19
