stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0,0,0
72hpf,13.91,0,0,0,0,0,0,0,0
21Day,50.86,1.34,0,0,2.68,6.69,0,6.69,4.02
3Month,62.71,0.64,1.6,2.88,0.96,0,0.32,1.28,0.96
22Month,44.28,0,0,0.55,0,0,0,1.64,1.09
