stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,4.09,8.17
72hpf,0,0,0,6.42,1.07
21Day,0,1.34,1.34,0,2.68
22Month,1.09,0.55,0,0,0
