stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,28.6,0
72hpf,1.07,1.07,0,0,0,1.07,2.14
21Day,1.34,0,0,0,0,2.68,1.34
3Month,2.88,0,1.28,0.64,0.64,0,0
22Month,2.19,0,0,0,0,0,0
