stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,4.09,8.17
72hpf,1.07,4.28,0,2.14,4.28,7.49
21Day,0,24.09,2.68,1.34,6.69,2.68
3Month,0.32,3.52,0.96,0.32,0,1.28
22Month,0,1.64,1.09,0,0,0
