stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,4.09,245.18,0,4.09
72hpf,0,2.14,0,0,0,11.77,0,13.91
21Day,0,24.09,0,1.34,1.34,8.03,0,2.68
3Month,0,2.24,0.32,0.32,0,0.32,0,0.64
22Month,2.19,13.12,0.55,1.64,0,0,0.55,3.28
