stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,44.95,0
72hpf,2.14,2.14,0,0,6.42,6.42
21Day,2.68,2.68,2.68,1.34,5.35,5.35
3Month,0.64,0,0,0,0,0.32
22Month,0.55,0,0.55,0,0,0
