stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,4.09,0,4.09,69.47,4.09
72hpf,3.21,0,0,9.63,2.14
21Day,5.35,0,0,0,1.34
3Month,0.32,0.32,0,0,0
22Month,1.09,0,0,0,0
