stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,8.17,12.26,24.52,0,0,0
72hpf,0,6.42,1.07,0,110.19,14.98,0,1.07,2.14
21Day,0,1.34,2.68,5.35,30.79,6.69,0,6.69,2.68
3Month,0.32,11.52,36.47,4.16,25.92,0,0,4.48,1.6
22Month,0.55,16.4,50.29,3.28,14.76,0.55,1.09,1.09,3.28
