stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,4.09,0,0,8.17,8.17
72hpf,3.21,0,0,1.07,1.07
21Day,0,1.34,1.34,4.02,0
22Month,1.09,0,0,0,0
