stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0,4.09
72hpf,0,2.14,0,0,0,3.21,0,0,0
21Day,0,1.34,1.34,0,0,4.02,0,0,4.02
3Month,0,3.84,0,0.64,2.24,0.32,0,0.32,0
22Month,1.09,34.44,0,1.64,6.56,0,2.19,0,1.64
