stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,4.09,0,0
72hpf,1.07,4.28,0,0,0,0,2.14,0,3.21
21Day,0,14.72,2.68,0,38.82,0,2.68,0,5.35
3Month,0,4.16,0.32,0.32,12.16,0.32,0,0,0
22Month,0,2.73,0,0,4.37,0,0,0.55,0
