stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,0,0,0
72hpf,0,6.42,0,1.07,25.67,0,0,2.14
21Day,0,1.34,0,1.34,5.35,0,0,6.69
3Month,0.32,0.96,0,0.32,0,0,0.64,0.64
22Month,0.55,19.68,0.55,6.01,4.37,8.2,1.64,4.37
